Punto;Fecha;Hora;Especie;N;Observaciones
SG04-3;2020-07-17;23:35:27;D. novemcinctus;1;
SG04-3;2020-07-22;17:59:23;L. europaeus;1;
SG03-1;2020-07-04;3:56:49;C. thous;1;
SG03-1;2020-07-05;23:44:50;C. thous;1;
SG03-1;2020-07-07;8:12:24;L. europaeus;1;
SG03-1;2020-07-10;8:46:50;L. europaeus;1;
SG03-1;2020-07-10;17:18:59;L. europaeus;1;
SG03-1;2020-07-10;21:08:14;C. thous;1;
SG03-1;2020-07-12;6:45:18;M. gouazoubira;1;
SG03-1;2020-07-12;19:21:05;D. novemcinctus;1;
SG03-1;2020-07-16;18:17:54;L. europaeus;1;
SG03-1;2020-07-17;5:08:59;C. thous;1;
SG03-1;2020-07-17;21:23:20;D. novemcinctus;1;
SG03-1;2020-07-30;13:36:19;A. axis;1;
SG03-1;2020-07-30;16:02:31;A. axis;1;
SG03-1;2020-08-02;4:52:12;L. geoffroyi;1;melánico
SG03-1;2020-08-03;22:55:17;D. hybridus;1;
SG03-1;2020-08-04;18:24:49;L. europaeus;1;
SG03-1;2020-08-10;22:51:32;C. thous;1;
SG03-1;2020-08-14;7:22:00;L. europaeus;1;
SG03-1;2020-08-14;18:29:09;L. europaeus;1;
SG01-1;2020-07-15;15:20:38;C. thous;1;
SG03-3;2020-07-03;20:49:00;C. thous;1;
SG03-3;2020-07-19;18:11:00;L. europaeus;1;
SG03-3;2020-07-22;22:28:00;C. thous;1;
SG01-3;2020-07-10;1:26:44;L. europaeus;1;
SG03-3;2020-06-22;21:54:35;C. thous;1;
LR01_1;2020-11-13;21:33:00;D. novemcinctus;1;
LR01_1;2020-11-14;1:01:00;D. novemcinctus;1;
LR01_1;2020-11-14;1:06:00;D. novemcinctus;1;
LR01_1;2020-11-14;19:48:00;C. chinga;1;4 mins. Entra y sale de cueva en el suelo
LR01_1;2020-11-15;3:58:00;D. novemcinctus;1;
LR01_1;2020-11-18;23:20:00;D. albiventris;1;oliendo cebo
LR01_1;2020-11-19;0:51:00;D. albiventris;1;
LR01_1;2020-11-20;23:44:00;L. geoffroyi;1;
LR01_1;2020-11-21;15:20:00;L. gymnocercus;1;
LR01_1;2020-11-22;7:50:00;L. gymnocercus;1;
LR01_1;2020-11-23;6:02:00;L. gymnocercus;1;
LR01_1;2020-11-23;18:38:00;L. geoffroyi;1;
LR01_1;2020-11-24;23:17:00;D. albiventris;1;
LR01_1;2020-11-25;0:14:00;D. novemcinctus;1;
LR01_1;2020-11-25;10:56:00;L. gymnocercus;1;
LR01_1;2020-11-25;16:22:00;A. axis;1;
LR01_1;2020-11-26;16:17:00;L. gymnocercus;1;cola rara
LR01_1;2020-11-28;14:04:00;L. gymnocercus;1;Hembra con mamas inflamadas, flaca, recientemente parida. Ingresa por la izquierda, se echa frente a cámara y se va por trillo de la derecha. 
LR01_1;2020-11-29;0:24:00;D. novemcinctus;1;
LR01_1;2020-11-29;16:07:00;L. gymnocercus;1;
LR01_1;2020-11-29;20:18:00;C. chinga;1;
LR01_1;2020-11-29;20:39:00;E. sexcinctus;1;peludo
LR01_1;2020-11-30;21:34:00;D. novemcinctus;1;
LR01_1;2020-12-01;5:09:00;E. sexcinctus;1;
LR01_1;2020-12-01;5:20:00;L. gymnocercus;1;
LR01_1;2020-12-01;7:29:00;L. gymnocercus;1;Hembra madre con presa en la boca.
LR01_1;2020-12-01;22:04:00;D. albiventris;1;huele mismo hoyo que olió el zorrillo
LR01_1;2020-12-01;23:14:00;D. albiventris;1;parece un ind distinto al anterior, es mas claro y menos peludo
LR01_1;2020-12-01;23:59:00;D. novemcinctus;1;
LR01_1;2020-12-02;5:53:00;L. gymnocercus;1;
LR01_1;2020-12-02;6:54:00;L. gymnocercus;1;
LR01_1;2020-12-02;6:58:00;L. gymnocercus;1;con presa en la boca, ¿nutria?
LR01_1;2020-12-02;20:08:00;C. chinga;1;
LR01_1;2020-12-03;2:23:00;E. sexcinctus;1;
LR01_1;2020-12-03;5:42:00;L. gymnocercus;1;
LR01_1;2020-12-03;11:07:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-03;13:16:00;L. gymnocercus;1;adulto que se sienta frente a cámara
LR01_1;2020-12-04;17:16:00;L. gymnocercus;1;cola rara
LR01_1;2020-12-05;9:08:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-06;4:56:00;L. gymnocercus;1;
LR01_1;2020-12-06;6:59:00;L. gymnocercus;1;Cola fina con presa en la boca.
LR01_1;2020-12-06;7:00:00;L. gymnocercus;1;Adulto ¿hembra madre? con cachorro 
LR01_1;2020-12-06;15:23:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-06;23:12:00;E. sexcinctus;1;
LR01_1;2020-12-06;23:15:00;L. gymnocercus;1;hembra madre
LR01_1;2020-12-07;2:26:00;C. chinga;1;
LR01_1;2020-12-07;6:59:00;L. gymnocercus;1;hembra madre
LR01_1;2020-12-07;9:03:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-07;13:29:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-08;1:54:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-08;5:46:00;L. gymnocercus;1;¿cola fina?
LR01_1;2020-12-08;6:20:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-08;6:23:00;C. chinga;1;
LR01_1;2020-12-08;6:37:00;L. gymnocercus;1;Cola fina con presa en la boca.
LR01_1;2020-12-08;6:42:00;L. gymnocercus;1;cola fina, va y viene. 5 min
LR01_1;2020-12-08;10:24:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-08;14:40:00;L. gymnocercus;2;cachorro y adulto. Primero cachorro solo, luego ingresa adulto y se sientan frente a cámara. 3 min
LR01_1;2020-12-08;22:21:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-09;0:01:00;E. sexcinctus;1;
LR01_1;2020-12-09;5:43:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-10;0:38:00;E. sexcinctus;1;
LR01_1;2020-12-10;3:04:00;L. gymnocercus;1;
LR01_1;2020-12-10;4:35:00;D. novemcinctus;1;
LR01_1;2020-12-10;6:24:00;L. gymnocercus;1;cola rara
LR01_1;2020-12-10;7:34:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-10;7:57:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-10;16:36:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-10;16:39:00;L. gymnocercus;3;"3 ind, madre con mamas inflamadas con los 2 cachorros. Por estas fotos, se obs que ""cola fina"" es la madre"
LR01_1;2020-12-10;19:21:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-10;20:10:00;L. gymnocercus;1;
LR01_1;2020-12-11;0:21:00;L. gymnocercus;1;
LR01_1;2020-12-11;1:01:00;L. gymnocercus;1;
LR01_1;2020-12-11;6:25:00;L. gymnocercus;3;3 ind, 2 adultos y un cachorro
LR01_1;2020-12-11;6:30:00;L. gymnocercus;1;hembra madre se sienta frente a cámara
LR01_1;2020-12-11;7:07:00;L. gymnocercus;1;F. rufus
LR01_1;2020-12-11;7:09:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-11;17:11:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-11;23:48:00;L. gymnocercus;1;
LR01_1;2020-12-12;8:27:00;L. gymnocercus;3;3 ind, madre con los 2 cachorros
LR01_1;2020-12-12;9:02:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-12;13:03:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-12;18:52:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-12;20:38:00;C. chinga;1;
LR01_1;2020-12-12;21:20:00;L. gymnocercus;1;con presa en la boca
LR01_1;2020-12-12;21:54:00;L. gymnocercus;1;
LR01_1;2020-12-13;2:53:00;L. gymnocercus;1;con presa en la boca
LR01_1;2020-12-13; 6:19;L. gymnocercus;2;adulto y cachorro cola negra
LR01_1;2020-12-13;8:01:00;L. gymnocercus;2;cachorro cola negra investigando el lugar
LR01_1;2020-12-13;20:06:00;L. gymnocercus;1;
LR01_1;2020-12-14;7:44:00;L. gymnocercus;1;cachorro cola negra
LR01_1;2020-12-14;8:20:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-15;6:49:00;L. gymnocercus;1;
LR01_1;2020-12-15;8:07:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-15;9:01:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-16;8:30:00;L. gymnocercus;1;cachorro
LR01_1;2020-12-16;8:37:00;L. gymnocercus;3;3 ind. 4 mins. Pasa hembra con mamas inflamadas y luego otro ind. Éste se sienta y viene cachorro cola negra
LR01_1;2020-12-16;12:19:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-16;17:17:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-16;20:23:00;C. chinga;1;
LR01_1;2020-12-17;4:57:00;C. thous;1;
LR01_1;2020-12-17;8:39:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-17;14:23:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-17;18:38:00;L. gymnocercus;1;
LR01_1;2020-12-17;19:35:00;L. gymnocercus;1;
LR01_1;2020-12-17;20:00:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-17;21:08:00;L. gymnocercus;1;
LR01_1;2020-12-18;2:11:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-18;2:34:00;L. gymnocercus;1;cola fina
LR01_1;2020-12-18;2:54:00;L. gymnocercus;1;Cola fina con presa en la boca.
LR01_1;2020-12-18;3:10:00;L. gymnocercus;1;
LR01_1;2020-12-18;7:50:00;L. gymnocercus;1;Cachorro punta de cola negra
LR01_1;2020-12-18;17:25:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-18;20:17:00;C. chinga;1;husmeando hoyo
LR01_1;2020-12-19;6:11:00;L. gymnocercus;1;cachorro punta de cola negra
LR01_1;2020-12-19;6:46:00;L. gymnocercus;1;pasa para la derecha y luego para la izquierda
LR01_2;2020-11-15;1:33:00;D. albiventris;1;
LR01_2;2020-11-15;1:46:00;D. albiventris;1;
LR01_2;2020-11-15;7:35:00;C. chinga;1;
LR01_2;2020-11-16;22:38:00;D. albiventris;1;
LR01_2;2020-11-17;3:12:00;A. axis;2;
LR01_2;2020-11-17;4:34:00;D. novemcinctus;1;
LR01_2;2020-11-17;4:51:00;C. chinga;1;
LR01_2;2020-11-17;21:53:00;D. albiventris;1;
LR01_2;2020-11-17;22:38:00;D. hybridus;1;
LR01_2;2020-11-17;23:38:00;D. hybridus;1;
LR01_2;2020-11-18;3:28:00;D. hybridus;1;
LR01_2;2020-11-18;15:23:00;L. gymnocercus;1;
LR01_2;2020-11-18;20:59:00;D. hybridus;1;
LR01_2;2020-11-18;21:54:00;D. albiventris;1;
LR01_2;2020-11-19;2:27:00;D. hybridus;1;
LR01_2;2020-11-19;5:03:00;D. novemcinctus;1;
LR01_2;2020-11-19;20:50:00;D. hybridus;1;
LR01_2;2020-11-19;22:43:00;E. sexcinctus;1;
LR01_2;2020-11-20;21:24:00;D. albiventris;1;
LR01_2;2020-11-20;21:43:00;D. hybridus;2;
LR01_2;2020-11-21;0:51:00;D. hybridus;1;
LR01_2;2020-11-21;3:28:00;D. hybridus;2;
LR01_2;2020-11-21;3:55:00;C. chinga;1;
LR01_2;2020-11-21;5:23:00;D. hybridus;1;
LR01_2;2020-11-22;19:14:00;L. gymnocercus;1;
LR01_2;2020-11-22;23:01:00;D. hybridus;1;
LR01_2;2020-11-24;4:34:00;C. chinga;1;
LR01_2;2020-11-24;4:49:00;D. novemcinctus;1;
LR01_2;2020-11-24;23:17:00;D. hybridus;1;
LR01_2;2020-11-25;4:09:00;D. hybridus;1;¿juvenil?
LR01_2;2020-11-25;9:54:00;D. novemcinctus;1;
LR01_2;2020-11-25;10:51:00;D. hybridus;1;
LR01_2;2020-11-25;18:15:00;L. gymnocercus;1;
LR01_2;2020-11-26;10:03:00;D. hybridus;1;
LR01_2;2020-11-27;4:35:00;C. thous;1;por patas bien negras atrás y porque me parece que la cola tiene bastante volumen
LR01_2;2020-11-27;15:05:00;D. hybridus;1;
LR01_2;2020-11-28;19:13:00;A. axis;1;
LR01_2;2020-11-29;21:06:00;L. geoffroyi;1;80% que es, pero esta lejos y se ve borroso con zoom
LR01_2;2020-11-30;0:16:00;E. sexcinctus;1;
LR01_2;2020-11-30;1:40:00;E. sexcinctus;1;
LR01_2;2020-11-30;17:00:00;C. thous;1;orinando
LR01_2;2020-11-30;20:34:00;C. chinga;1;
LR01_2;2020-12-01;2:34:00;D. novemcinctus;2;
LR01_2;2020-12-01;4:48:00;C. chinga;1;
LR01_2;2020-12-01;19:18:00;C. chinga;1;
LR01_2;2020-12-02;16:40:00;D. hybridus;1;husmeando hoyo
LR01_2;2020-12-02;19:48:00;C. chinga;1;
LR01_2;2020-12-03;4:25:00;C. chinga;1;
LR01_2;2020-12-03;4:27:00;E. sexcinctus;1;
LR01_2;2020-12-03;4:59:00;C. chinga;1;
LR01_2;2020-12-03;19:10:00;C. chinga;1;
LR01_2;2020-12-04;0:22:00;D. hybridus;1;juvenil, cerca del hoyo ¿cueva?
LR01_2;2020-12-04;3:01:00;D. novemcinctus;1;
LR01_2;2020-12-04;15:48:00;L. gymnocercus;1;
LR01_2;2020-12-04;19:25:00;L. gymnocercus;1;en el fondo se obs un animal desplazandose ¿zorillo?
LR01_2;2020-12-04;23:29:00;D. albiventris;1;
LR01_2;2020-12-05;16:39:00;D. hybridus;1;
LR01_2;2020-12-05;18:06:00;C. chinga;1;
LR01_2;2020-12-05;20:33:00;D. novemcinctus;1;
LR01_2;2020-12-06;0:20:00;D. hybridus;1;juvenil, cerca del hoyo ¿cueva?
LR01_2;2020-12-06;18:42:00;D. hybridus;1;
LR01_2;2020-12-06;21:08:00;D. albiventris;1;husmeando hoyo
LR01_2;2020-12-07;17:09:00;L. gymnocercus;1;
LR01_2;2020-12-07;17:40:00;D. hybridus;1;
LR01_2;2020-12-07;20:04:00;C. chinga;1;
LR01_2;2020-12-07;21:25:00;C. chinga;1;
LR01_2;2020-12-08;5:36:00;L. gymnocercus;1;con algo en la boca
LR01_2;2020-12-08;9:51:00;C. chinga;1;
LR01_2;2020-12-08;23:04:00;D. hybridus;1;juvenil
LR01_2;2020-12-08;23:59:00;D. hybridus;1;juvenil, cerca del hoyo ¿cueva?
LR01_2;2020-12-09;2:20:00;D. hybridus;1;juvenil
LR01_2;2020-12-09;4:43:00;C. chinga;1;
LR01_2;2020-12-10;4:36:00;D. hybridus;1;
LR01_2;2020-12-10;5:21:00;C. chinga;1;
LR01_2;2020-12-10;5:34:00;E. sexcinctus;1;
LR01_2;2020-12-10;18:17:00;L. gymnocercus;1;orinando
LR01_2;2020-12-10;19:54:00;C. chinga;1;
LR01_2;2020-12-11;0:02:00;D. albiventris;1;
LR01_2;2020-12-11;4:59:00;C. chinga;1;
LR01_2;2020-12-12;2:51:00;C. chinga;1;
LR01_2;2020-12-12;20:01:00;C. chinga;1;
LR01_2;2020-12-13;23:55:00;D. albiventris;1;
LR01_2;2020-12-14;2:38:00;D. hybridus;1;
LR01_2;2020-12-14;3:51:00;C. chinga;1;
LR01_2;2020-12-16;5:48:00;C. chinga;1;
LR01_2;2020-12-17;20:04:00;C. chinga;1;
LR01_2;2020-12-17;22:02:00;C. chinga;1;
LR01_2;2020-12-17;23:22:00;C. chinga;1;¿juvenil? Porque no tiene lineas blancas
LR01_2;2020-12-18;5:06:00;L. geoffroyi;1;
LR01_2;2020-12-18;11:45:00;L. geoffroyi;1;
LR01_2;2020-12-18;22:18:00;D. albiventris;1;husmeando hoyo
LR01_2;2020-12-18;22:20:00;L. geoffroyi;1;husmeando cerca del hoyo
LR01_2;2020-12-19;2:35:00;C. chinga;1;¿juvenil? Porque no tiene lineas blancas
LR01_2;2020-12-19;2:41:00;C. chinga;1;¿juvenil? Porque no tiene lineas blancas
LR01_2;2020-12-19;2:41:00;P. cancrivorus;1;
LR01_3;2020-11-15;16:55:00;L. gymnocercus;1;Buscando cebo y llevandoselo. También ave no id
LR01_3;2020-12-04;3:17:00;C. thous;1;
LR01_3;2020-12-07;20:22:00;L. gymnocercus;1;
LR01_3;2020-12-08;2:09:00;L. gymnocercus;1;
LR01_3;2020-12-09;20:01:00;L. gymnocercus;1;
LR01_3;2020-12-14;23:16:00;L. gymnocercus;1;
LR01_3;2020-12-16;1:38:00;D. hybridus;1;
LR01_3;2020-12-16;6:49:00;L. gymnocercus;1;
LG06_1;2020-09-24;13:31:46;L. gymnocercus;1;
LG06_1;2020-09-25;8:39:20;A. axis;4;4 indiv., todos sin hastas, uno parece cervatillo grande
LG06_1;2020-09-25;10:55:57;L. gymnocercus;1;(30 min)
LG06_1;2020-09-25;12:23:39;L. gymnocercus;1;
LG06_1;2020-09-25;12:41:28;L. gymnocercus;1;
LG06_1;2020-09-25;14:07:36;L. gymnocercus;1;
LG06_1;2020-09-25;15:18:31;L. gymnocercus;1;(4min)
LG06_1;2020-09-25;16:01:15;L. gymnocercus;1;
LG06_1;2020-09-25;16:19:13;L. gymnocercus;1;
LG06_1;2020-09-26;2:38:59;L. gymnocercus;1;
LG06_1;2020-09-27;1:50:05;A. axis;1;sin hastas
LG06_1;2020-09-28;0:20:33;D. novemcinctus;1;
LG06_1;2020-09-28;5:03:16;L. gymnocercus;1;
LG06_1;2020-09-28;6:29:26;L. gymnocercus;1;
LG06_1;2020-09-28;9:06:25;L. gymnocercus;1;
LG06_1;2020-09-28;22:01:14;A. axis;2;2 indiv. sin hastas, hembra + cervato?
LG06_1;2020-09-28;22:08:54;A. axis;2;2 indiv, aparentemente ambos sin hastas, distintos a los anteriores
LG06_1;2020-09-29;8:36:30;L. gymnocercus;1;
LG06_1;2020-09-29;10:18:12;L. gymnocercus;1;
LG06_1;2020-09-29;10:18:12;A. axis;1;sin hastas
LG06_1;2020-09-29;10:19:43;A. axis;1;hembra + cervato
LG06_1;2020-09-29;10:25:22;A. axis;1;
LG06_1;2020-09-30;9:00:58;L. gymnocercus;2;2 indiv.
LG06_1;2020-10-01;10:25:37;L. gymnocercus;1;
LG06_1;2020-10-01;10:52:59;A. axis;1;hastas cortas con terciopelo
LG06_1;2020-10-01;11:01:01;A. axis;2;2 indiv, uno hastas cortas-medias con terciopelo 2 ptas, otro hastas medias con terciopelo 3 ptas (una pta muy corta)
LG06_1;2020-10-01;15:07:22;A. axis;2;2 indiv, sin hastas
LG06_1;2020-10-02;6:20:45;A. axis;1;
LG06_1;2020-10-02;17:55:59;L. gymnocercus;1;
LG06_1;2020-10-03;12:33:56;L. gymnocercus;1;
LG06_1;2020-10-04;8:48:54;L. gymnocercus;1;
LG06_1;2020-10-06;17:19:42;A. axis;1;hastas muy pequeñas, con terciopelo, apenas brotando
LG06_1;2020-10-06;17:22:14;A. axis;1;mismo aterior?
LG06_1;2020-10-06;17:31:13;L. gymnocercus;1;
LG06_1;2020-10-07;6:11:12;A. axis;1;no queda claro si son dos indiv sin hastas o sólo uno
LG06_1;2020-10-07;21:11:45;L. gymnocercus;1;
LG06_1;2020-10-09;5:01:13;A. axis;1;sin hastas
LG06_1;2020-10-09;5:15:25;A. axis;1;sin hastas (foto algo lejana y borrosa)
LG06_1;2020-10-09;13:37:16;L. gymnocercus;1;
LG06_1;2020-10-09;19:35:28;C. chinga;1;franjas blancas muy pequeñas, caso totalmente negro
LG06_1;2020-10-09;19:39:31;L. geoffroyi;1;
LG06_1;2020-10-10;20:22:23;A. axis;2;(7 min) al menos 2 indiv sin hastas
LG06_1;2020-10-10;20:32:52;A. axis;1;hastas de tamaño medio 1 pta
LG06_1;2020-10-10;20:46:46;A. axis;4;(3min) al menos 4 indiv sin hastas, 1 indiv hastas tamaño medio 1 pta
LG06_1;2020-10-10;21:08:18;A. axis;1;(9 min) mismos del caso anteior
LG06_1;2020-10-11;6:44:42;A. axis;2;2 indiv sin hastas
LG06_1;2020-10-11;11:51:09;G. cuja;1;
LG06_1;2020-10-12;9:10:52;G. cuja;1;
LG06_1;2020-10-12;21:50:55;D. hybridus;1;7 bandas
LG06_1;2020-10-12;22:53:42;D. novemcinctus;1;9 bandas, parece algo más grande que el anterior... pero dificil diferencias salvo por el número de bandas contadas en las fotos adecuadas (serán lo msmo?)
LG06_1;2020-10-13;12:25:46;L. gymnocercus;1;
LG06_1;2020-10-13;20:33:01;D. hybridus;1;pequeño similar al D. h. anterior, no se ven bien las bandas
LG06_1;2020-10-14;8:07:47;A. axis;1;sin hastas
LG06_1;2020-10-14;8:12:03;A. axis;2;(14 mn) 2 indiv sin hastas
LG06_1;2020-10-14;8:51:07;A. axis;1;
LG06_1;2020-10-14;11:20:40;A. axis;1;
LG06_1;2020-10-14;11:28:44;A. axis;4;(4 min) 4 o 5 indiv sin hastas, uno posiblemente cervato grande
LG06_1;2020-10-14;11:46:21;A. axis;2;2 indiv sin hastas
LG06_1;2020-10-14;22:32:47;C. chinga;1;
LG06_1;2020-10-15;8:04:13;A. axis;1;Hastas grandes 3 o 4 ptas
LG06_1;2020-10-15;10:51:33;A. axis;3;2 o 3 indiv sin hastas + 1 cervato
LG06_1;2020-10-15;13:53:06;L. gymnocercus;1;lleva algo no identif en la boca
LG06_1;2020-10-15;14:34:42;L. gymnocercus;1;
